Date,Sampling #,Year,Year Day ,Ring,Plot,Species observed,Initial Growth subplot 1,Initial Growth subplot 2,Initial Growth subplot 3,Leaves subplot 1,Leaves subplot 2,Leaves subplot 3,Flower subplot 1,Flower subplot 2,Flower subplot 3,Open Flowers subplot 1,Open Flowers subplot 2,Open Flowers subplot 3,Fruits subplot 1,Fruits subplot 2,Fruits subplot 3,Ripe Fruits subplot 1,Ripe Fruits subplot 2,Ripe Fruits subplot 3,Notes,
5/22/2023,3,2023,142,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,97,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,97,lesca,,,,1,1,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,97,lesca,,,,1,1,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,97,lesca,,,,1,1,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,97,lesca,,,,1,1,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,97,lesca,,,,1,1,,,,,,,,1,1,,,,,,
8/28/2023,17,2023,240,2,97,lesca,,,,1,1,,,,,,,,1,1,,,,,,
9/5/2023,18,2023,248,2,97,lesca,,,,1,1,,,,,,,,1,1,,,,,,
9/11/2023,19,2023,254,2,97,lesca,,,,1,1,,,,,,,,1,1,,,,,,
9/18/2023,20,2023,261,2,97,lesca,,,,1,1,,,,,,,,1,1,,,,,,
9/26/2023,21,2023,269,2,97,lesca,,,,1,1,,,,,,,,,,,1,1,,,
5/9/2023,1,2023,129,2,106,agrre,,,,1,,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,106,agrre,,,,1,,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,106,agrre,,,,1,,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,106,agrre,,,,1,,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,106,agrre,,,,1,,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,106,agrre,,,,1,,1,,,1,,,,,,,,,,,
6/20/2023,7,2023,171,2,106,agrre,,,,1,,1,,,,,,,,,1,,,,,
6/27/2023,8,2023,178,2,106,agrre,,,,,,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,106,agrre,,,,,,1,,,1,,,,,,,,,,,
7/10/2023,10,2023,191,2,106,agrre,,,,,,1,,,1,,,,,,,,,,,
7/18/2023,11,2023,199,2,106,agrre,,,,,,1,,,1,,,,,,,,,,,
7/24/2023,12,2023,205,2,106,agrre,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,106,agrre,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,106,agrre,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,106,agrre,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,106,agrre,,,,,,1,,,,,,,,,,,,,leaves present,
8/28/2023,17,2023,240,2,106,agrre,,,,,,1,,,,,,,,,,,,,leaves present,
9/5/2023,18,2023,248,2,106,agrre,,,,,,1,,,,,,,,,,,,,leaves present,
9/11/2023,19,2023,254,2,106,agrre,,,,,,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,106,agrre,,,,,,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,106,agrre,,,,,,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,106,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,106,andge,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,106,andge,,,,1,1,1,,1,1,,,,,,,,,,,
8/28/2023,17,2023,240,2,106,andge,,,,1,1,1,,,,1,1,1,,,,,,,,
9/5/2023,18,2023,248,2,106,andge,,,,1,1,1,,,,1,1,1,,,,,,,,
9/11/2023,19,2023,254,2,106,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/18/2023,20,2023,261,2,106,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/26/2023,21,2023,269,2,106,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
5/9/2023,1,2023,129,2,106,luppe,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,106,luppe,,,,1,1,1,1,1,1,,,,,,,,,,,
5/22/2023,3,2023,142,2,106,luppe,,,,1,1,1,1,1,1,,1,1,,,,,,,,
5/31/2023,4,2023,151,2,106,luppe,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
6/6/2023,5,2023,157,2,106,luppe,,,,1,1,1,,,,,,,1,1,1,,,,,
6/13/2023,6,2023,164,2,106,luppe,,,,1,1,1,,,,,,,1,1,1,,,,,
6/20/2023,7,2023,171,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
6/27/2023,8,2023,178,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
7/3/2023,9,2023,184,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
7/10/2023,10,2023,191,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
7/18/2023,11,2023,199,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
7/24/2023,12,2023,205,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
8/2/2023,13,2023,214,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
8/7/2023,14,2023,219,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
8/15/2023,15,2023,227,2,106,luppe,,,,,,,,,,,,,,,,,,,Done (All),
8/21/2023,16,2023,233,2,106,luppe,,,,,1,1,,,,,,,,,,,,,leaves present,
8/28/2023,17,2023,240,2,106,luppe,,,,,1,1,,,,,,,,,,,,,leaves present,
9/5/2023,18,2023,248,2,106,luppe,,,,,,,,,,,,,,,,,,,leaves brown,
9/11/2023,19,2023,254,2,106,luppe,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,106,luppe,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,106,luppe,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,106,poapr,,,,1,1,1,1,1,,,,,,,,,,,,
5/22/2023,3,2023,142,2,106,poapr,,,,1,1,1,1,1,1,,,,,,,,,,,
5/31/2023,4,2023,151,2,106,poapr,,,,1,1,1,1,1,1,1,1,1,,,,,,,,
6/6/2023,5,2023,157,2,106,poapr,,,,1,1,1,1,1,1,,1,1,,,,,,,,
6/13/2023,6,2023,164,2,106,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
6/20/2023,7,2023,171,2,106,poapr,,,,1,1,,,,,,,,,,,1,1,1,,
6/27/2023,8,2023,178,2,106,poapr,,,,1,1,,,,,,,,,,,1,1,,,
7/3/2023,9,2023,184,2,106,poapr,,,,1,1,,,,,,,,,,,1,1,,,
7/10/2023,10,2023,191,2,106,poapr,,,,1,1,,,,,,,,,,,1,1,,,
7/18/2023,11,2023,199,2,106,poapr,,,,1,1,,,,,,,,,,,1,1,,,
7/24/2023,12,2023,205,2,106,poapr,,,,1,1,,,,,,,,,,,,1,,,
8/2/2023,13,2023,214,2,106,poapr,,,,1,1,,,,,,,,,,,,1,,,
8/7/2023,14,2023,219,2,106,poapr,,,,1,1,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,106,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,106,schsc,,,,,,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,106,schsc,,,,,,1,,,1,,,,,,,,,,,
8/28/2023,17,2023,240,2,106,schsc,,,,,,1,,,1,,,,,,,,,,,
9/5/2023,18,2023,248,2,106,schsc,,,,,,1,,,,,,1,,,,,,,,
9/11/2023,19,2023,254,2,106,schsc,,,,,,1,,,,,,,,,1,,,,,
9/18/2023,20,2023,261,2,106,schsc,,,,,,1,,,,,,,,,1,,,,,
9/26/2023,21,2023,269,2,106,schsc,,,,,,1,,,,,,,,,,,,1,,
5/9/2023,1,2023,129,2,117,agrre,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,117,agrre,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,117,agrre,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,117,agrre,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,117,agrre,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,117,agrre,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,117,agrre,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,117,agrre,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,117,agrre,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,117,agrre,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,117,agrre,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,117,agrre,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,117,agrre,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,117,agrre,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,117,agrre,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,117,agrre,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,117,agrre,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,117,agrre,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,117,agrre,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,117,agrre,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,117,agrre,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,117,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,117,andge,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,117,andge,,,,1,1,1,1,,1,,,1,,,,,,,,
8/28/2023,17,2023,240,2,117,andge,,,,1,1,1,1,,1,,,1,,,,,,,,
9/5/2023,18,2023,248,2,117,andge,,,,1,1,1,,,,1,1,1,,,,,,,,
9/11/2023,19,2023,254,2,117,andge,,,,1,1,1,,,,,1,1,1,,,,,,,
9/18/2023,20,2023,261,2,117,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/26/2023,21,2023,269,2,117,andge,,,,1,1,1,,,,,,,,,,1,1,1,,
5/9/2023,1,2023,129,2,117,broin,,,,,,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,117,broin,,,,,,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,117,broin,,,,,,1,,,,,,,,,,,,,in ylw soil cables,
5/31/2023,4,2023,151,2,117,broin,,,,,,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,117,broin,,,,,,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,117,broin,,,,,,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,117,broin,,,,,,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,117,broin,,,,,,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,117,broin,,,,,,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,117,broin,,,,,,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,117,broin,,,,,,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,117,broin,,,,,,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,117,broin,,,,,,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,117,broin,,,,,,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,117,broin,,,,,,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,117,broin,,,,,,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,117,broin,,,,,,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,117,broin,,,,,,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,117,broin,,,,,,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,117,broin,,,,,,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,117,broin,,,,,,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,117,poapr,,,,1,1,1,1,1,,,,,,,,,,,,
5/22/2023,3,2023,142,2,117,poapr,,,,1,1,1,1,1,,,,,,,,,,,,
5/31/2023,4,2023,151,2,117,poapr,,,,1,1,1,1,1,1,1,1,1,,,,,,,,
6/6/2023,5,2023,157,2,117,poapr,,,,1,1,1,1,1,,1,1,,,,,,,,,
6/13/2023,6,2023,164,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
6/20/2023,7,2023,171,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
6/27/2023,8,2023,178,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/3/2023,9,2023,184,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/10/2023,10,2023,191,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
7/18/2023,11,2023,199,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
7/24/2023,12,2023,205,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
8/2/2023,13,2023,214,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,1,,
8/7/2023,14,2023,219,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
8/15/2023,15,2023,227,2,117,poapr,,,,1,1,1,,,,,,,,,,1,1,,,
8/21/2023,16,2023,233,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,117,poapr,,,,1,1,1,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,117,solri,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,117,solri,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,117,solri,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,117,solri,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,117,solri,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,117,solri,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,117,solri,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,117,solri,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,117,solri,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,117,solri,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,117,solri,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,117,solri,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,117,solri,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,117,solri,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,117,solri,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,117,solri,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,117,solri,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,117,solri,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,117,solri,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,117,solri,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,117,solri,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,119,agrre,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,119,agrre,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,119,agrre,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,119,agrre,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,119,agrre,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,119,agrre,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,119,agrre,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,119,agrre,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,119,agrre,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,119,agrre,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,119,agrre,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,119,agrre,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,119,agrre,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,119,agrre,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,119,agrre,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,119,agrre,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,119,agrre,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,119,agrre,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,119,agrre,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,119,agrre,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,119,agrre,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,119,andge,1,1,1,1,1,1,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,119,andge,,,,1,1,1,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,119,andge,,,,1,1,1,1,1,1,,,,,,,,,,,
8/28/2023,17,2023,240,2,119,andge,,,,1,1,1,1,1,1,1,,1,,,,,,,,
9/5/2023,18,2023,248,2,119,andge,,,,1,1,1,,,,1,1,,,,1,,,,,
9/11/2023,19,2023,254,2,119,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/18/2023,20,2023,261,2,119,andge,,,,1,1,1,,,,,,,1,1,1,,,,,
9/26/2023,21,2023,269,2,119,andge,,,,1,1,1,,,,,,,1,1,,,,1,,
5/9/2023,1,2023,129,2,119,broin,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,119,broin,,,,,,,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,119,broin,,,,,,,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,119,broin,,,,,,,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,119,broin,,,,,,,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,119,broin,,,,,,,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,119,broin,,,,,,,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,119,broin,,,,,,,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,119,broin,,,,,,,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,119,broin,,,,,,,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,119,broin,,,,,,,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,119,broin,,,,,,,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,119,broin,,,,,,,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,119,broin,,,,,,,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,119,broin,,,,,,,,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,119,broin,,,,,,,,,,,,,,,,,,,,
8/28/2023,17,2023,240,2,119,broin,,,,,,,,,,,,,,,,,,,,
9/5/2023,18,2023,248,2,119,broin,,,,,,,,,,,,,,,,,,,,
9/11/2023,19,2023,254,2,119,broin,,,,,,,,,,,,,,,,,,,,
9/18/2023,20,2023,261,2,119,broin,,,,,,,,,,,,,,,,,,,,
9/26/2023,21,2023,269,2,119,broin,,,,,,,,,,,,,,,,,,,,
5/9/2023,1,2023,129,2,119,lesca,,,,,,,,,,,,,,,,,,,,
5/16/2023,2,2023,136,2,119,lesca,1,1,1,1,1,1,,,,,,,,,,,,,,
5/22/2023,3,2023,142,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
5/31/2023,4,2023,151,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/6/2023,5,2023,157,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/13/2023,6,2023,164,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
6/20/2023,7,2023,171,2,119,lesca,,,,,1,1,,,,,,,,,,,,,,
6/27/2023,8,2023,178,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/3/2023,9,2023,184,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/10/2023,10,2023,191,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/18/2023,11,2023,199,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
7/24/2023,12,2023,205,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
8/2/2023,13,2023,214,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
8/7/2023,14,2023,219,2,119,lesca,,,,1,1,1,,,,,,,,,,,,,,
8/15/2023,15,2023,227,2,119,lesca,,,,1,1,1,1,,,,,,,,,,,,,
8/21/2023,16,2023,233,2,119,lesca,,,,1,1,1,,,,,,,1,,1,,,,,
8/28/2023,17,2023,240,2,119,lesca,,,,1,1,1,,,,,,,1,,1,,,,,
9/5/2023,18,2023,248,2,119,lesca,,,,1,1,1,,,,,,,1,,1,,,,,
9/11/2023,19,2023,254,2,119,lesca,,,,1,1,1,,,,,,,1,,1,,,,,
9/18/2023,20,2023,261,2,119,lesca,,,,1,1,1,,,,,,,1,,1,,,,,
