Date,MaxTemp(degF),MinTemp(degF),Precip(inches),TempSource,PrecipSource
6/16/1974,64,41,0,Cedar Weather Station,Cedar Weather Station
6/17/1974,74,47,0,Cedar Weather Station,Cedar Weather Station
6/18/1974,76,47,0.04,Cedar Weather Station,Cedar Weather Station
6/19/1974,83,53,0,Cedar Weather Station,Cedar Weather Station
6/20/1974,80,52,0.2,Cedar Weather Station,Cedar Weather Station
6/21/1974,82,60,0.24,Cedar Weather Station,Cedar Weather Station
6/22/1974,81,55,0,Cedar Weather Station,Cedar Weather Station
6/23/1974,73,45,0,Cedar Weather Station,Cedar Weather Station
6/24/1974,78,52,0,Cedar Weather Station,Cedar Weather Station
6/25/1974,78,52,0,Cedar Weather Station,Cedar Weather Station
6/26/1974,81,46,0,Cedar Weather Station,Cedar Weather Station
6/27/1974,84,58,0,Cedar Weather Station,Cedar Weather Station
6/28/1974,88,62,0,Cedar Weather Station,Cedar Weather Station
6/29/1974,89,68,0,Cedar Weather Station,Cedar Weather Station
6/30/1974,90,55,0,Cedar Weather Station,Cedar Weather Station
7/1/1974,84,58,0.04,Cedar Weather Station,Cedar Weather Station
7/2/1974,92,66,0.27,Cedar Weather Station,Cedar Weather Station
7/3/1974,91,71,0,Cedar Weather Station,Cedar Weather Station
7/4/1974,84,58,0,Cedar Weather Station,Cedar Weather Station
7/5/1974,90,56,0,Cedar Weather Station,Cedar Weather Station
7/6/1974,92,69,0,Cedar Weather Station,Cedar Weather Station
7/7/1974,96,65,0,Cedar Weather Station,Cedar Weather Station
7/8/1974,100,71,0,Cedar Weather Station,Cedar Weather Station
7/9/1974,99,75,0,Cedar Weather Station,Cedar Weather Station
7/10/1974,93,70,0,Cedar Weather Station,Cedar Weather Station
7/11/1974,81,67,0,Cedar Weather Station,Cedar Weather Station
7/12/1974,86,67,0.39,Cedar Weather Station,Cedar Weather Station
7/13/1974,98,71,0,Cedar Weather Station,Cedar Weather Station
7/14/1974,98,63,0.57,Cedar Weather Station,Cedar Weather Station
7/15/1974,84,57,0,Cedar Weather Station,Cedar Weather Station
7/16/1974,88,58,0,Cedar Weather Station,Cedar Weather Station
7/17/1974,90,66,0.35,Cedar Weather Station,Cedar Weather Station
7/18/1974,90,66,0,Cedar Weather Station,Cedar Weather Station
7/19/1974,94,61,0,Cedar Weather Station,Cedar Weather Station
7/20/1974,91,59,0,Cedar Weather Station,Cedar Weather Station
7/21/1974,85,68,0,Cedar Weather Station,Cedar Weather Station
7/22/1974,89,58,0,Cedar Weather Station,Cedar Weather Station
7/23/1974,88,54,0.16,Cedar Weather Station,Cedar Weather Station
7/24/1974,82,63,0.08,Cedar Weather Station,Cedar Weather Station
7/25/1974,89,63,0,Cedar Weather Station,Cedar Weather Station
7/26/1974,88,60,0,Cedar Weather Station,Cedar Weather Station
7/27/1974,87,49,0,Cedar Weather Station,Cedar Weather Station
7/28/1974,87,55,0,Cedar Weather Station,Cedar Weather Station
7/29/1974,80,56,0,Cedar Weather Station,Cedar Weather Station
7/30/1974,80,53,0,Cedar Weather Station,Cedar Weather Station
7/31/1974,84,47,0,Cedar Weather Station,Cedar Weather Station
8/1/1974,86,51,1.03,Cedar Weather Station,Cedar Weather Station
8/2/1974,82,57,0.94,Cedar Weather Station,Cedar Weather Station
8/3/1974,58,53,1.38,Cedar Weather Station,Cedar Weather Station
8/4/1974,78,50,0,Cedar Weather Station,Cedar Weather Station
8/5/1974,83,55,0,Cedar Weather Station,Cedar Weather Station
8/6/1974,81,52,0,Cedar Weather Station,Cedar Weather Station
8/7/1974,80,56,0,Cedar Weather Station,Cedar Weather Station
8/8/1974,80,55,0,Cedar Weather Station,Cedar Weather Station
8/9/1974,82,61,0,Cedar Weather Station,Cedar Weather Station
8/10/1974,79,63,0.34,Cedar Weather Station,Cedar Weather Station
8/11/1974,73,58,0,Cedar Weather Station,Cedar Weather Station
8/12/1974,78,61,0.1,Cedar Weather Station,Cedar Weather Station
8/13/1974,81,51,0,Cedar Weather Station,Cedar Weather Station
8/14/1974,82,57,0,Cedar Weather Station,Cedar Weather Station
8/15/1974,83,66,0.65,Cedar Weather Station,Cedar Weather Station
8/16/1974,80,57,0.16,Cedar Weather Station,Cedar Weather Station
8/17/1974,82,52,0,Cedar Weather Station,Cedar Weather Station
8/18/1974,83,54,0,Cedar Weather Station,Cedar Weather Station
8/19/1974,88,54,0,Cedar Weather Station,Cedar Weather Station
8/20/1974,89,67,0,Cedar Weather Station,Cedar Weather Station
8/21/1974,89,68,0.34,Cedar Weather Station,Cedar Weather Station
8/22/1974,79,52,0,Cedar Weather Station,Cedar Weather Station
8/23/1974,72,44,0,Cedar Weather Station,Cedar Weather Station
8/24/1974,81,51,0,Cedar Weather Station,Cedar Weather Station
8/25/1974,87,62,0,Cedar Weather Station,Cedar Weather Station
8/26/1974,86,57,0,Cedar Weather Station,Cedar Weather Station
8/27/1974,74,47,0,Cedar Weather Station,Cedar Weather Station
8/28/1974,75,39,0,Cedar Weather Station,Cedar Weather Station
8/29/1974,70,51,0,Cedar Weather Station,Cedar Weather Station
8/30/1974,69,42,0,Cedar Weather Station,Cedar Weather Station
8/31/1974,68,42,0,Cedar Weather Station,Cedar Weather Station
9/1/1974,66,30,0,Cedar Weather Station,Cedar Weather Station
9/2/1974,62,41,0,Cedar Weather Station,Cedar Weather Station
9/3/1974,66,28,0,Cedar Weather Station,Cedar Weather Station
9/4/1974,75,35,0,Cedar Weather Station,Cedar Weather Station
9/5/1974,73,46,0,Cedar Weather Station,Cedar Weather Station
9/6/1974,64,48,0,Cedar Weather Station,Cedar Weather Station
9/7/1974,75,57,0,Cedar Weather Station,Cedar Weather Station
9/8/1974,75,54,0,Cedar Weather Station,Cedar Weather Station
9/9/1974,63,52,1.5,Cedar Weather Station,Cedar Weather Station
9/10/1974,74,51,0,Cedar Weather Station,Cedar Weather Station
9/11/1974,78,59,0.05,Cedar Weather Station,Cedar Weather Station
9/12/1974,65,47,0.06,Cedar Weather Station,Cedar Weather Station
9/13/1974,57,38,0,Cedar Weather Station,Cedar Weather Station
9/14/1974,77,38,0,Cedar Weather Station,Cedar Weather Station
9/15/1974,76,46,0,Cedar Weather Station,Cedar Weather Station
9/16/1974,77,35,0,Cedar Weather Station,Cedar Weather Station
9/17/1974,77,55,0,Cedar Weather Station,Cedar Weather Station
9/18/1974,82,42,0,Cedar Weather Station,Cedar Weather Station
9/19/1974,81,53,0,Cedar Weather Station,Cedar Weather Station
9/20/1974,69,40,0,Cedar Weather Station,Cedar Weather Station
9/21/1974,63,39,0,Cedar Weather Station,Cedar Weather Station
9/22/1974,53,22,0,Cedar Weather Station,Cedar Weather Station
9/23/1974,64,34,0,Cedar Weather Station,Cedar Weather Station
9/24/1974,74,46,0,Cedar Weather Station,Cedar Weather Station
9/25/1974,74,36,0,Cedar Weather Station,Cedar Weather Station
9/26/1974,86,40,0,Cedar Weather Station,Cedar Weather Station
9/27/1974,85,48,0,Cedar Weather Station,Cedar Weather Station
9/28/1974,65,44,0.01,Cedar Weather Station,Cedar Weather Station
9/29/1974,67,27,0,Cedar Weather Station,Cedar Weather Station
9/30/1974,53,34,0,Cedar Weather Station,Cedar Weather Station
10/1/1974,45,25,0,Cedar Weather Station,Cedar Weather Station
10/2/1974,55,15,0,Cedar Weather Station,Cedar Weather Station
10/3/1974,65,36,0,Cedar Weather Station,Cedar Weather Station
10/4/1974,73,45,0,Cedar Weather Station,Cedar Weather Station
10/5/1974,67,44,0.7,Cedar Weather Station,Cedar Weather Station
10/6/1974,49,38,0.45,Cedar Weather Station,Cedar Weather Station
10/7/1974,51,29,0,Cedar Weather Station,Cedar Weather Station
10/8/1974,66,42,0,Cedar Weather Station,Cedar Weather Station
10/9/1974,65,33,0,Cedar Weather Station,Cedar Weather Station
10/10/1974,80,47,0,Cedar Weather Station,Cedar Weather Station
10/11/1974,78,60,0,Cedar Weather Station,Cedar Weather Station
10/12/1974,73,43,0,Cedar Weather Station,Cedar Weather Station
10/13/1974,56,30,0,Cedar Weather Station,Cedar Weather Station
10/14/1974,52,43,0,Cedar Weather Station,Cedar Weather Station
10/15/1974,54,26,0,Cedar Weather Station,Cedar Weather Station
10/16/1974,63,31,0,Cedar Weather Station,Cedar Weather Station
10/17/1974,61,41,0,Cedar Weather Station,Cedar Weather Station
10/18/1974,60,28,0,Cedar Weather Station,Cedar Weather Station
10/19/1974,51,38,0,Cedar Weather Station,Cedar Weather Station
10/20/1974,51,20,0,Cedar Weather Station,Cedar Weather Station
10/21/1974,66,32,0,Cedar Weather Station,Cedar Weather Station
10/22/1974,65,50,0,Cedar Weather Station,Cedar Weather Station
10/23/1974,63,33,0,Cedar Weather Station,Cedar Weather Station
10/24/1974,74,34,0,Cedar Weather Station,Cedar Weather Station
10/25/1974,72,32,0,Cedar Weather Station,Cedar Weather Station
10/26/1974,65,23,0,Cedar Weather Station,Cedar Weather Station
10/27/1974,70,44,0,Cedar Weather Station,Cedar Weather Station
10/28/1974,67,52,0,Cedar Weather Station,Cedar Weather Station
10/29/1974,62,53,0.16,Cedar Weather Station,Cedar Weather Station
10/30/1974,60,53,0.24,Cedar Weather Station,Cedar Weather Station
10/31/1974,61,51,0.4,Cedar Weather Station,Cedar Weather Station
11/1/1974,60,51,1.33,Cedar Weather Station,Cedar Weather Station
11/2/1974,53,35,0,Cedar Weather Station,Cedar Weather Station
11/3/1974,40,27,0,Cedar Weather Station,Cedar Weather Station
11/4/1974,34,23,0,Cedar Weather Station,Cedar Weather Station
11/5/1974,39,23,0,Cedar Weather Station,Cedar Weather Station
11/6/1974,50,23,0,Cedar Weather Station,Cedar Weather Station
11/7/1974,57,32,0,Cedar Weather Station,Cedar Weather Station
11/8/1974,63,39,0,Cedar Weather Station,Cedar Weather Station
11/9/1974,55,45,0.04,Cedar Weather Station,Cedar Weather Station
11/10/1974,46,42,0.11,Cedar Weather Station,Cedar Weather Station
11/11/1974,49,33,0,Cedar Weather Station,Cedar Weather Station
11/12/1974,37,30,0,Cedar Weather Station,Cedar Weather Station
11/13/1974,31,24,0,Cedar Weather Station,Cedar Weather Station
11/14/1974,31,22,0,Cedar Weather Station,Cedar Weather Station
11/15/1974,38,18,0,Cedar Weather Station,Cedar Weather Station
11/16/1974,32,21,0,Cedar Weather Station,Cedar Weather Station
11/17/1974,52,20,0,Cedar Weather Station,Cedar Weather Station
11/18/1974,40,20,0,Cedar Weather Station,Cedar Weather Station
11/19/1974,44,39,0.02,Cedar Weather Station,Cedar Weather Station
11/20/1974,43,30,0,Cedar Weather Station,Cedar Weather Station
11/21/1974,36,20,0,Cedar Weather Station,Cedar Weather Station
11/22/1974,51,30,0,Cedar Weather Station,Cedar Weather Station
11/23/1974,41,35,0,Cedar Weather Station,Cedar Weather Station
11/24/1974,37,17,0,Cedar Weather Station,Cedar Weather Station
11/25/1974,31,7,0,Cedar Weather Station,Cedar Weather Station
11/26/1974,31,21,0.1,Cedar Weather Station,Cedar Weather Station
11/27/1974,32,13,0.32,Cedar Weather Station,Cedar Weather Station
11/28/1974,28,12,0.28,Cedar Weather Station,Cedar Weather Station
11/29/1974,34,20,0,Cedar Weather Station,Cedar Weather Station
11/30/1974,31,23,0,Cedar Weather Station,Cedar Weather Station
12/1/1974,34,15,0,Cedar Weather Station,Cedar Weather Station
12/2/1974,29,11,0,Cedar Weather Station,Cedar Weather Station
12/3/1974,27,9,0,Cedar Weather Station,Cedar Weather Station
12/4/1974,33,20,0,Cedar Weather Station,Cedar Weather Station
12/5/1974,36,17,0,Cedar Weather Station,Cedar Weather Station
12/6/1974,32,23,0,Cedar Weather Station,Cedar Weather Station
12/7/1974,33,15,0,Cedar Weather Station,Cedar Weather Station
12/8/1974,26,1,0,Cedar Weather Station,Cedar Weather Station
12/9/1974,29,0,0,Cedar Weather Station,Cedar Weather Station
12/10/1974,45,16,0,Cedar Weather Station,Cedar Weather Station
12/11/1974,46,20,0,Cedar Weather Station,Cedar Weather Station
12/12/1974,43,17,0,Cedar Weather Station,Cedar Weather Station
12/13/1974,38,30,0.02,Cedar Weather Station,Cedar Weather Station
12/14/1974,33,30,0.01,Cedar Weather Station,Cedar Weather Station
12/15/1974,33,31,0.12,Cedar Weather Station,Cedar Weather Station
12/16/1974,33,20,0.05,Cedar Weather Station,Cedar Weather Station
12/17/1974,21,13,0,Cedar Weather Station,Cedar Weather Station
12/18/1974,22,14,0.08,Cedar Weather Station,Cedar Weather Station
12/19/1974,27,18,0.07,Cedar Weather Station,Cedar Weather Station
12/20/1974,23,10,0,Cedar Weather Station,Cedar Weather Station
12/21/1974,22,3,0,Cedar Weather Station,Cedar Weather Station
12/22/1974,30,17,0,Cedar Weather Station,Cedar Weather Station
12/23/1974,32,19,0,Cedar Weather Station,Cedar Weather Station
12/24/1974,25,13,0.02,Cedar Weather Station,Cedar Weather Station
12/25/1974,24,-1,0,Cedar Weather Station,Cedar Weather Station
12/26/1974,33,14,0,Cedar Weather Station,Cedar Weather Station
12/27/1974,35,10,0,Cedar Weather Station,Cedar Weather Station
12/28/1974,39,27,0,Cedar Weather Station,Cedar Weather Station
12/29/1974,38,14,0,Cedar Weather Station,Cedar Weather Station
12/30/1974,38,3,0,Cedar Weather Station,Cedar Weather Station
12/31/1974,33,16,0,Cedar Weather Station,Cedar Weather Station
1/1/1975,30,9,0,Cedar Weather Station,Cedar Weather Station
1/2/1975,29,9,0.18,Cedar Weather Station,Cedar Weather Station
1/3/1975,33,25,0.1,Cedar Weather Station,Cedar Weather Station
1/4/1975,29,0,0,Cedar Weather Station,Cedar Weather Station
1/5/1975,28,0,0,Cedar Weather Station,Cedar Weather Station
1/6/1975,28,23,0.07,Cedar Weather Station,Cedar Weather Station
1/7/1975,26,18,0,Cedar Weather Station,Cedar Weather Station
1/8/1975,35,17,0.1,Cedar Weather Station,Cedar Weather Station
1/9/1975,31,20,0.1,Cedar Weather Station,Cedar Weather Station
1/10/1975,33,29,0.82,Cedar Weather Station,Cedar Weather Station
1/11/1975,33,-9,0.53,Cedar Weather Station,Cedar Weather Station
1/12/1975,-1,-10,0.02,Cedar Weather Station,Cedar Weather Station
1/13/1975,5,-12,0,Cedar Weather Station,Cedar Weather Station
1/14/1975,11,-19,0.05,Cedar Weather Station,Cedar Weather Station
1/15/1975,16,-7,0,Cedar Weather Station,Cedar Weather Station
1/16/1975,17,0,0,Cedar Weather Station,Cedar Weather Station
1/17/1975,27,2,0,Cedar Weather Station,Cedar Weather Station
1/18/1975,27,20,0.07,Cedar Weather Station,Cedar Weather Station
1/19/1975,20,-4,0,Cedar Weather Station,Cedar Weather Station
1/20/1975,19,-17,0,Cedar Weather Station,Cedar Weather Station
1/21/1975,26,5,0.19,Cedar Weather Station,Cedar Weather Station
1/22/1975,12,-19,0,Cedar Weather Station,Cedar Weather Station
1/23/1975,31,6,0.02,Cedar Weather Station,Cedar Weather Station
1/24/1975,35,15,0,Cedar Weather Station,Cedar Weather Station
1/25/1975,35,25,0.14,Cedar Weather Station,Cedar Weather Station
1/26/1975,27,10,0.03,Cedar Weather Station,Cedar Weather Station
1/27/1975,20,-1,0,Cedar Weather Station,Cedar Weather Station
1/28/1975,17,-7,0,Cedar Weather Station,Cedar Weather Station
1/29/1975,30,15,0.31,Cedar Weather Station,Cedar Weather Station
1/30/1975,26,-6,0,Cedar Weather Station,Cedar Weather Station
1/31/1975,14,-17,0,Cedar Weather Station,Cedar Weather Station
2/1/1975,24,4,0.01,Cedar Weather Station,Cedar Weather Station
2/2/1975,27,0,0.01,Cedar Weather Station,Cedar Weather Station
2/3/1975,30,20,0,Cedar Weather Station,Cedar Weather Station
2/4/1975,30,25,0.01,Cedar Weather Station,Cedar Weather Station
2/5/1975,30,15,0.11,Cedar Weather Station,Cedar Weather Station
2/6/1975,18,-8,0,Cedar Weather Station,Cedar Weather Station
2/7/1975,19,-8,0,Cedar Weather Station,Cedar Weather Station
2/8/1975,15,-20,0,Cedar Weather Station,Cedar Weather Station
2/9/1975,4,-22,0,Cedar Weather Station,Cedar Weather Station
2/10/1975,7,-6,0.1,Cedar Weather Station,Cedar Weather Station
2/11/1975,18,-17,0.05,Cedar Weather Station,Cedar Weather Station
2/12/1975,15,7,0,Cedar Weather Station,Cedar Weather Station
2/13/1975,9,-15,0,Cedar Weather Station,Cedar Weather Station
2/14/1975,21,3,0,Cedar Weather Station,Cedar Weather Station
2/15/1975,30,19,0,Cedar Weather Station,Cedar Weather Station
2/16/1975,29,20,0,Cedar Weather Station,Cedar Weather Station
2/17/1975,35,25,0,Cedar Weather Station,Cedar Weather Station
2/18/1975,34,23,0.14,Cedar Weather Station,Cedar Weather Station
2/19/1975,27,-1,0,Cedar Weather Station,Cedar Weather Station
2/20/1975,38,0,0,Cedar Weather Station,Cedar Weather Station
2/21/1975,35,15,0.06,Cedar Weather Station,Cedar Weather Station
2/22/1975,36,27,0,Cedar Weather Station,Cedar Weather Station
2/23/1975,32,14,0,Cedar Weather Station,Cedar Weather Station
2/24/1975,35,23,0,Cedar Weather Station,Cedar Weather Station
2/25/1975,36,19,0,Cedar Weather Station,Cedar Weather Station
2/26/1975,35,15,0,Cedar Weather Station,Cedar Weather Station
2/27/1975,33,10,0,Cedar Weather Station,Cedar Weather Station
2/28/1975,31,5,0,Cedar Weather Station,Cedar Weather Station
3/1/1975,26,-2,0,Cedar Weather Station,Cedar Weather Station
3/2/1975,25,1,0,Cedar Weather Station,Cedar Weather Station
3/3/1975,27,-1,0,Cedar Weather Station,Cedar Weather Station
3/4/1975,28,-2,0,Cedar Weather Station,Cedar Weather Station
3/5/1975,35,23,0.02,Cedar Weather Station,Cedar Weather Station
3/6/1975,36,22,0,Cedar Weather Station,Cedar Weather Station
3/7/1975,35,13,0,Cedar Weather Station,Cedar Weather Station
3/8/1975,30,2,0,Cedar Weather Station,Cedar Weather Station
3/9/1975,25,-6,0,Cedar Weather Station,Cedar Weather Station
3/10/1975,28,11,0.02,Cedar Weather Station,Cedar Weather Station
3/11/1975,30,11,0.04,Cedar Weather Station,Cedar Weather Station
3/12/1975,30,16,0.27,Cedar Weather Station,Cedar Weather Station
3/13/1975,24,-14,0,Cedar Weather Station,Cedar Weather Station
3/14/1975,29,-14,0,Cedar Weather Station,Cedar Weather Station
3/15/1975,37,7,0,Cedar Weather Station,Cedar Weather Station
3/16/1975,43,9,0,Cedar Weather Station,Cedar Weather Station
3/17/1975,45,29,0,Cedar Weather Station,Cedar Weather Station
3/18/1975,44,34,0,Cedar Weather Station,Cedar Weather Station
3/19/1975,45,23,0,Cedar Weather Station,Cedar Weather Station
3/20/1975,44,26,0.09,Cedar Weather Station,Cedar Weather Station
3/21/1975,46,35,0,Cedar Weather Station,Cedar Weather Station
3/22/1975,46,23,0,Cedar Weather Station,Cedar Weather Station
3/23/1975,40,27,0.38,Cedar Weather Station,Cedar Weather Station
3/24/1975,29,25,0.21,Cedar Weather Station,Cedar Weather Station
3/25/1975,26,6,0,Cedar Weather Station,Cedar Weather Station
3/26/1975,22,-1,0,Cedar Weather Station,Cedar Weather Station
3/27/1975,29,17,0.22,Cedar Weather Station,Cedar Weather Station
3/28/1975,36,27,0.02,Cedar Weather Station,Cedar Weather Station
3/29/1975,30,18,0,Cedar Weather Station,Cedar Weather Station
3/30/1975,30,-1,0,Cedar Weather Station,Cedar Weather Station
3/31/1975,30,14,0.06,Cedar Weather Station,Cedar Weather Station
4/1/1975,29,4,0,Cedar Weather Station,Cedar Weather Station
4/2/1975,32,11,0,Cedar Weather Station,Cedar Weather Station
4/3/1975,33,6,0,Cedar Weather Station,Cedar Weather Station
4/4/1975,37,1,0,Cedar Weather Station,Cedar Weather Station
4/5/1975,36,20,0,Cedar Weather Station,Cedar Weather Station
4/6/1975,40,30,0,Cedar Weather Station,Cedar Weather Station
4/7/1975,41,25,0,Cedar Weather Station,Cedar Weather Station
4/8/1975,40,27,0,Cedar Weather Station,Cedar Weather Station
4/9/1975,39,30,0,Cedar Weather Station,Cedar Weather Station
4/10/1975,43,23,0.03,Cedar Weather Station,Cedar Weather Station
4/11/1975,47,18,0,Cedar Weather Station,Cedar Weather Station
4/12/1975,46,23,0,Cedar Weather Station,Cedar Weather Station
4/13/1975,50,28,0,Cedar Weather Station,Cedar Weather Station
4/14/1975,52,36,0,Cedar Weather Station,Cedar Weather Station
4/15/1975,54,30,0,Cedar Weather Station,Cedar Weather Station
4/16/1975,57,32,0,Cedar Weather Station,Cedar Weather Station
4/17/1975,58,41,0.06,Cedar Weather Station,Cedar Weather Station
4/18/1975,47,38,0.03,Cedar Weather Station,Cedar Weather Station
4/19/1975,45,33,0.02,Cedar Weather Station,Cedar Weather Station
4/20/1975,50,31,0,Cedar Weather Station,Cedar Weather Station
4/21/1975,57,26,0,Cedar Weather Station,Cedar Weather Station
4/22/1975,61,35,0.04,Cedar Weather Station,Cedar Weather Station
4/23/1975,59,48,1.45,Cedar Weather Station,Cedar Weather Station
4/24/1975,56,40,0,Cedar Weather Station,Cedar Weather Station
4/25/1975,59,41,0,Cedar Weather Station,Cedar Weather Station
4/26/1975,59,42,0,Cedar Weather Station,Cedar Weather Station
4/27/1975,57,40,1.87,Cedar Weather Station,Cedar Weather Station
4/28/1975,46,41,1.01,Cedar Weather Station,Cedar Weather Station
4/29/1975,53,42,0.13,Cedar Weather Station,Cedar Weather Station
4/30/1975,49,40,0.08,Cedar Weather Station,Cedar Weather Station
5/1/1975,56,35,0,Cedar Weather Station,Cedar Weather Station
5/2/1975,66,33,0,Cedar Weather Station,Cedar Weather Station
5/3/1975,63,44,0,Cedar Weather Station,Cedar Weather Station
5/4/1975,63,39,0.23,Cedar Weather Station,Cedar Weather Station
5/5/1975,68,38,0,Cedar Weather Station,Cedar Weather Station
5/6/1975,69,44,0,Cedar Weather Station,Cedar Weather Station
5/7/1975,69,47,0.69,Cedar Weather Station,Cedar Weather Station
5/8/1975,65,49,0,Cedar Weather Station,Cedar Weather Station
5/9/1975,74,44,0,Cedar Weather Station,Cedar Weather Station
5/10/1975,77,44,0,Cedar Weather Station,Cedar Weather Station
5/11/1975,75,48,0,Cedar Weather Station,Cedar Weather Station
5/12/1975,69,37,0,Cedar Weather Station,Cedar Weather Station
5/13/1975,73,40,0,Cedar Weather Station,Cedar Weather Station
5/14/1975,73,51,0.1,Cedar Weather Station,Cedar Weather Station
5/15/1975,65,45,0,Cedar Weather Station,Cedar Weather Station
5/16/1975,74,36,0,Cedar Weather Station,Cedar Weather Station
5/17/1975,84,53,0,Cedar Weather Station,Cedar Weather Station
5/18/1975,85,52,0,Cedar Weather Station,Cedar Weather Station
5/19/1975,84,55,0.6,Cedar Weather Station,Cedar Weather Station
5/20/1975,89,58,0,Cedar Weather Station,Cedar Weather Station
5/21/1975,85,60,0.21,Cedar Weather Station,Cedar Weather Station
5/22/1975,85,59,0,Cedar Weather Station,Cedar Weather Station
5/23/1975,83,60,0.57,Cedar Weather Station,Cedar Weather Station
5/24/1975,80,53,0,Cedar Weather Station,Cedar Weather Station
5/25/1975,80,59,0.08,Cedar Weather Station,Cedar Weather Station
5/26/1975,73,56,0.48,Cedar Weather Station,Cedar Weather Station
5/27/1975,75,43,0,Cedar Weather Station,Cedar Weather Station
5/28/1975,70,54,0,Cedar Weather Station,Cedar Weather Station
5/29/1975,69,50,0.04,Cedar Weather Station,Cedar Weather Station
5/30/1975,67,46,0,Cedar Weather Station,Cedar Weather Station
5/31/1975,69,41,0,Cedar Weather Station,Cedar Weather Station
6/1/1975,74,39,0,Cedar Weather Station,Cedar Weather Station
6/2/1975,75,45,0.03,Cedar Weather Station,Cedar Weather Station
6/3/1975,82,46,0,Cedar Weather Station,Cedar Weather Station
6/4/1975,81,59,0.03,Cedar Weather Station,Cedar Weather Station
6/5/1975,74,57,0,Cedar Weather Station,Cedar Weather Station
6/6/1975,69,47,0,Cedar Weather Station,Cedar Weather Station
6/7/1975,71,46,0,Cedar Weather Station,Cedar Weather Station
6/8/1975,74,42,0,Cedar Weather Station,Cedar Weather Station
6/9/1975,70,56,0.03,Cedar Weather Station,Cedar Weather Station
6/10/1975,73,55,0.13,Cedar Weather Station,Cedar Weather Station
6/11/1975,71,56,0.98,Cedar Weather Station,Cedar Weather Station
6/12/1975,75,53,1.26,Cedar Weather Station,Cedar Weather Station
6/13/1975,77,58,0.08,Cedar Weather Station,Cedar Weather Station
6/14/1975,73,51,0.14,Cedar Weather Station,Cedar Weather Station
6/15/1975,67,53,0.28,Cedar Weather Station,Cedar Weather Station
6/16/1975,72,50,0,Cedar Weather Station,Cedar Weather Station
6/17/1975,75,58,0.27,Cedar Weather Station,Cedar Weather Station
6/18/1975,71,53,0,Cedar Weather Station,Cedar Weather Station
6/19/1975,81,57,0.04,Cedar Weather Station,Cedar Weather Station
6/20/1975,88,70,0,Cedar Weather Station,Cedar Weather Station
6/21/1975,86,65,1.44,Cedar Weather Station,Cedar Weather Station
6/22/1975,79,65,0.2,Cedar Weather Station,Cedar Weather Station
6/23/1975,84,60,0,Cedar Weather Station,Cedar Weather Station
6/24/1975,85,62,0,Cedar Weather Station,Cedar Weather Station
6/25/1975,81,64,0,Cedar Weather Station,Cedar Weather Station
6/26/1975,85,68,1.23,Cedar Weather Station,Cedar Weather Station
6/27/1975,83,58,0,Cedar Weather Station,Cedar Weather Station
6/28/1975,89,65,0,Cedar Weather Station,Cedar Weather Station
6/29/1975,88,68,1.06,Cedar Weather Station,Cedar Weather Station
6/30/1975,90,66,0,Cedar Weather Station,Cedar Weather Station
7/1/1975,89,64,1,Cedar Weather Station,Cedar Weather Station
7/2/1975,90,69,0,Cedar Weather Station,Cedar Weather Station
7/3/1975,88,70,0,Cedar Weather Station,Cedar Weather Station
7/4/1975,86,62,0,Cedar Weather Station,Cedar Weather Station
7/5/1975,89,68,0,Cedar Weather Station,Cedar Weather Station
7/6/1975,88,62,0.2,Cedar Weather Station,Cedar Weather Station
7/7/1975,89,64,0,Cedar Weather Station,Cedar Weather Station
7/8/1975,89,63,0,Cedar Weather Station,Cedar Weather Station
7/9/1975,80,56,0.09,Cedar Weather Station,Cedar Weather Station
7/10/1975,72,48,0.11,Cedar Weather Station,Cedar Weather Station
7/11/1975,74,50,0.03,Cedar Weather Station,Cedar Weather Station
7/12/1975,73,45,0,Cedar Weather Station,Cedar Weather Station
7/13/1975,73,49,0.02,Cedar Weather Station,Cedar Weather Station
7/14/1975,86,54,0,Cedar Weather Station,Cedar Weather Station
7/15/1975,92,65,0,Cedar Weather Station,Cedar Weather Station
7/16/1975,93,74,0,Cedar Weather Station,Cedar Weather Station
7/17/1975,94,73,0,Cedar Weather Station,Cedar Weather Station
7/18/1975,92,76,0,Cedar Weather Station,Cedar Weather Station
7/19/1975,91,63,0,Cedar Weather Station,Cedar Weather Station
7/20/1975,90,60,0,Cedar Weather Station,Cedar Weather Station
7/21/1975,92,54,0,Cedar Weather Station,Cedar Weather Station
7/22/1975,90,60,0,Cedar Weather Station,Cedar Weather Station
7/23/1975,89,64,0,Cedar Weather Station,Cedar Weather Station
7/24/1975,85,60,0,Cedar Weather Station,Cedar Weather Station
7/25/1975,85,51,0,Cedar Weather Station,Cedar Weather Station
7/26/1975,89,64,0,Cedar Weather Station,Cedar Weather Station
7/27/1975,92,56,0,Cedar Weather Station,Cedar Weather Station
7/28/1975,95,58,0,Cedar Weather Station,Cedar Weather Station
7/29/1975,99,71,0,Cedar Weather Station,Cedar Weather Station
7/30/1975,97,65,0,Cedar Weather Station,Cedar Weather Station
7/31/1975,90,71,0,Cedar Weather Station,Cedar Weather Station
8/1/1975,88,69,1.23,Cedar Weather Station,Cedar Weather Station
8/2/1975,83,65,0.66,Cedar Weather Station,Cedar Weather Station
8/3/1975,90,56,0,Cedar Weather Station,Cedar Weather Station
8/4/1975,88,62,0.05,Cedar Weather Station,Cedar Weather Station
